transaction_id,customer_id,order_date,total_amount,status,payment_method,channel,store_id,promotion_id,discount_amount,,,,,quantity,price
14437,333,2023-07-01 10:49:00,5.92,Pending,Credit Card,In-store,1,NULL,0,,,,,2,2.96
14438,239,2024-02-25 11:02:00,4.36,Pending,Cash,Online,NULL,NULL,0,,,,,1,4.36
14439,308,2024-02-22 20:53:00,32.4,Pending,Mobile Pay,In-store,1,NULL,0,,,,,5,6.48
14440,608,2023-12-29 11:00:00,3.78,Pending,Mobile Pay,Online,NULL,2,0.51,,,,,1,3.78
14441,216,2024-03-28 16:57:00,4.66,Pending,Credit Card,In-store,3,NULL,0,,,,,1,4.66
14442,232,2023-08-29 20:52:00,18.7,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,5,3.74
14443,247,2023-07-24 20:52:00,5.96,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,1,5.96
14444,537,2024-03-11 10:47:00,18.15,Pending,Cash,Online,NULL,NULL,0,,,,,5,3.63
14445,314,2024-05-18 20:52:00,9.64,Pending,Cash,Online,NULL,1,1.52,,,,,2,4.82
14446,375,2023-12-27 11:57:00,25.52,Pending,Cash,In-store,1,NULL,0,,,,,4,6.38
14447,582,2024-01-25 09:07:00,6.48,Pending,Credit Card,Online,NULL,NULL,0,,,,,1,6.48
14448,173,2023-12-06 11:41:00,25.7,Pending,Cash,In-store,1,NULL,0,,,,,5,5.14
14449,170,2024-01-06 13:19:00,6.82,Pending,Credit Card,Online,NULL,NULL,0,,,,,2,3.41
14450,191,2024-03-23 20:52:00,7.18,Pending,Credit Card,Online,NULL,NULL,0,,,,,2,3.59
14451,128,2024-05-11 19:39:00,3.04,Pending,Cash,In-store,3,NULL,0,,,,,1,3.04
14452,717,2024-03-30 09:51:00,11.1,Pending,Credit Card,Online,NULL,NULL,0,,,,,3,3.7
14453,296,2023-10-03 15:44:00,12.16,Pending,Credit Card,Online,NULL,NULL,0,,,,,4,3.04
14454,297,2024-02-01 20:42:00,6.38,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,1,6.38
14455,169,2024-02-01 19:03:00,11.06,Pending,Cash,Online,NULL,1,3.17,,,,,2,5.53
14456,505,2024-05-17 14:46:00,17.15,Pending,Cash,Online,NULL,3,2.85,,,,,5,3.43
14457,352,2024-02-15 08:36:00,3.43,Pending,Cash,In-store,1,NULL,0,,,,,1,3.43
14458,103,2024-02-06 19:10:00,5.06,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,1,5.06
14459,46,2024-03-07 19:03:00,12.96,Pending,Credit Card,In-store,2,NULL,0,,,,,2,6.48
14460,444,2024-04-10 11:09:00,21.65,Pending,Cash,In-store,2,NULL,0,,,,,5,4.33
14461,695,2024-05-08 16:53:00,17.15,Pending,Cash,In-store,2,NULL,0,,,,,5,3.43
14462,227,2023-09-30 08:44:00,18.7,Pending,Mobile Pay,In-store,1,NULL,0,,,,,5,3.74
14463,658,2023-06-08 10:18:00,6.08,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,2,3.04
14464,246,2024-03-16 18:32:00,7.48,Pending,Cash,In-store,1,4,0.89,,,,,2,3.74
14465,182,2024-02-09 20:56:00,14.8,Pending,Mobile Pay,Online,NULL,4,2.14,,,,,4,3.7
14466,596,2024-05-17 09:09:00,6.48,Pending,Credit Card,In-store,2,3,0.83,,,,,1,6.48
14467,294,2023-09-01 17:15:00,21.65,Pending,Mobile Pay,In-store,1,2,5.35,,,,,5,4.33
14468,339,2024-02-04 15:55:00,24.1,Pending,Mobile Pay,In-store,2,NULL,0,,,,,5,4.82
14469,368,2023-12-09 09:07:00,22.12,Pending,Cash,In-store,3,5,6.52,,,,,4,5.53
14470,540,2023-07-20 19:38:00,27.65,Pending,Mobile Pay,In-store,3,NULL,0,,,,,5,5.53
14471,451,2023-10-26 10:50:00,3.78,Pending,Mobile Pay,In-store,1,NULL,0,,,,,1,3.78
14472,402,2023-06-06 10:16:00,18.15,Pending,Credit Card,Online,NULL,NULL,0,,,,,5,3.63
14473,36,2023-07-14 14:02:00,12.96,Pending,Mobile Pay,In-store,3,NULL,0,,,,,2,6.48
14474,270,2023-07-11 08:58:00,4.32,Pending,Cash,Online,NULL,NULL,0,,,,,1,4.32
14475,323,2023-10-29 09:55:00,6.86,Pending,Mobile Pay,In-store,3,NULL,0,,,,,2,3.43
14476,378,2023-12-14 17:22:00,14.15,Pending,Cash,Online,NULL,NULL,0,,,,,5,2.83
14477,121,2023-06-21 16:50:00,8.88,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,3,2.96
14478,371,2024-02-18 10:51:00,7.18,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,2,3.59
14479,703,2024-03-24 10:56:00,15.42,Pending,Mobile Pay,In-store,3,NULL,0,,,,,3,5.14
14480,172,2023-06-16 08:42:00,23.84,Pending,Credit Card,In-store,3,NULL,0,,,,,4,5.96
14481,666,2024-05-04 15:00:00,4.33,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,1,4.33
14482,402,2024-01-07 20:27:00,19.44,Pending,Credit Card,Online,NULL,NULL,0,,,,,3,6.48
14483,677,2023-06-17 11:03:00,3.41,Pending,Cash,Online,NULL,NULL,0,,,,,1,3.41
14484,312,2023-11-19 19:11:00,4.32,Pending,Mobile Pay,In-store,1,NULL,0,,,,,1,4.32
14485,265,2024-02-11 08:58:00,24.1,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,5,4.82
14486,109,2024-03-16 14:29:00,18.7,Pending,Cash,In-store,1,NULL,0,,,,,5,3.74
14487,464,2023-09-20 15:27:00,3.51,Pending,Cash,Online,NULL,1,0.89,,,,,1,3.51
14488,660,2024-01-04 10:11:00,14.36,Pending,Credit Card,Online,NULL,NULL,0,,,,,4,3.59
14489,437,2024-05-03 16:17:00,14.04,Pending,Credit Card,In-store,3,5,2.45,,,,,4,3.51
14490,288,2023-11-27 13:12:00,17.32,Pending,Cash,Online,NULL,NULL,0,,,,,4,4.33
14491,669,2023-09-23 10:48:00,9.32,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,2,4.66
14492,158,2023-11-23 12:28:00,29.8,Pending,Cash,In-store,3,NULL,0,,,,,5,5.96
14493,264,2023-10-03 15:18:00,7.56,Pending,Cash,Online,NULL,NULL,0,,,,,2,3.78
14494,381,2023-07-08 15:11:00,12.99,Pending,Mobile Pay,Online,NULL,1,3.77,,,,,3,4.33
14495,527,2023-07-19 13:25:00,9.12,Pending,Credit Card,Online,NULL,3,1.57,,,,,3,3.04
14496,576,2023-11-26 18:10:00,12.76,Pending,Cash,Online,NULL,NULL,0,,,,,2,6.38
14497,270,2023-09-03 17:11:00,19.14,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,3,6.38
14498,238,2023-11-09 08:29:00,16.59,Pending,Cash,Online,NULL,1,2.31,,,,,3,5.53
14499,588,2024-04-07 19:53:00,5.66,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,2,2.83
14500,479,2023-09-20 18:59:00,11.84,Pending,Credit Card,Online,NULL,NULL,0,,,,,4,2.96
14501,222,2024-04-29 09:24:00,8.66,Pending,Cash,In-store,1,NULL,0,,,,,2,4.33
14502,328,2023-09-07 17:49:00,21.8,Pending,Mobile Pay,In-store,1,NULL,0,,,,,5,4.36
14503,325,2023-09-16 11:55:00,17.95,Pending,Cash,Online,NULL,NULL,0,,,,,5,3.59
14504,360,2024-01-11 12:54:00,17.05,Pending,Cash,In-store,1,NULL,0,,,,,5,3.41
14505,456,2024-03-09 14:07:00,25.92,Pending,Cash,Online,NULL,3,5.93,,,,,4,6.48
14506,690,2023-08-18 09:27:00,23.3,Pending,Credit Card,In-store,1,NULL,0,,,,,5,4.66
14507,196,2024-05-06 13:49:00,15.2,Pending,Credit Card,In-store,2,NULL,0,,,,,5,3.04
14508,401,2023-10-31 13:36:00,17.28,Pending,Cash,In-store,2,NULL,0,,,,,4,4.32
14509,80,2023-12-22 09:29:00,6.82,Pending,Mobile Pay,In-store,3,NULL,0,,,,,2,3.41
14510,202,2023-10-12 18:22:00,20.56,Pending,Credit Card,In-store,1,NULL,0,,,,,4,5.14
14511,413,2024-02-15 18:46:00,4.89,Pending,Credit Card,In-store,3,3,1.01,,,,,1,4.89
14512,167,2023-11-13 13:13:00,6.82,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,2,3.41
14513,367,2023-10-02 09:38:00,6.82,Pending,Cash,In-store,2,3,0.78,,,,,2,3.41
14514,54,2023-10-06 16:26:00,11.32,Pending,Credit Card,In-store,1,NULL,0,,,,,4,2.83
14515,515,2024-03-04 13:46:00,14.36,Pending,Cash,Online,NULL,NULL,0,,,,,4,3.59
14516,300,2023-10-30 20:10:00,14.8,Pending,Cash,In-store,1,NULL,0,,,,,5,2.96
14517,196,2023-08-23 12:12:00,7.18,Pending,Mobile Pay,In-store,2,1,1.35,,,,,2,3.59
14518,346,2024-02-22 09:59:00,5.06,Pending,Credit Card,Online,NULL,NULL,0,,,,,1,5.06
14519,578,2023-08-17 12:07:00,6.17,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,1,6.17
14520,523,2023-08-23 18:27:00,21.6,Pending,Cash,Online,NULL,NULL,0,,,,,5,4.32
14521,207,2024-04-08 20:40:00,6.08,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,2,3.04
14522,525,2023-09-18 19:58:00,6.86,Pending,Cash,Online,NULL,NULL,0,,,,,2,3.43
14523,262,2023-11-23 13:19:00,6.82,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,2,3.41
14524,620,2024-05-25 18:35:00,9.64,Pending,Mobile Pay,Online,NULL,3,2.3,,,,,2,4.82
14525,79,2024-03-26 19:51:00,17.28,Pending,Mobile Pay,In-store,1,NULL,0,,,,,4,4.32
14526,483,2024-01-27 09:56:00,17.88,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,3,5.96
14527,410,2024-02-20 10:17:00,25.7,Pending,Credit Card,Online,NULL,5,6.54,,,,,5,5.14
14528,345,2023-11-13 10:43:00,11.32,Pending,Cash,Online,NULL,NULL,0,,,,,4,2.83
14529,671,2024-05-22 17:33:00,3.7,Pending,Credit Card,In-store,2,NULL,0,,,,,1,3.7
14530,421,2023-12-16 14:08:00,7.18,Pending,Credit Card,Online,NULL,NULL,0,,,,,2,3.59
14531,88,2023-06-15 17:05:00,8.72,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,2,4.36
14532,662,2023-10-24 11:10:00,8.49,Pending,Cash,Online,NULL,NULL,0,,,,,3,2.83
14533,419,2023-12-03 15:08:00,12.96,Pending,Cash,Online,NULL,NULL,0,,,,,3,4.32
14534,469,2023-06-17 09:23:00,4.33,Pending,Cash,Online,NULL,NULL,0,,,,,1,4.33
14535,178,2024-04-14 10:34:00,21.6,Pending,Cash,In-store,3,NULL,0,,,,,5,4.32
14536,652,2023-06-27 14:43:00,17.05,Pending,Credit Card,Online,NULL,NULL,0,,,,,5,3.41
14537,563,2023-08-15 12:38:00,19.44,Pending,Credit Card,In-store,1,4,3.06,,,,,3,6.48
14538,314,2023-12-22 11:26:00,17.28,Pending,Cash,In-store,2,3,5.16,,,,,4,4.32
14539,447,2024-04-08 18:43:00,20.56,Pending,Credit Card,In-store,1,NULL,0,,,,,4,5.14
14540,223,2024-04-28 11:25:00,7.02,Pending,Mobile Pay,In-store,3,NULL,0,,,,,2,3.51
14541,181,2024-03-31 11:42:00,10.23,Pending,Cash,Online,NULL,NULL,0,,,,,3,3.41
14542,464,2023-09-24 12:58:00,18.15,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,5,3.63
14543,562,2024-03-12 15:10:00,11.92,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,2,5.96
14544,351,2024-03-08 20:04:00,6.86,Pending,Cash,In-store,1,NULL,0,,,,,2,3.43
14545,176,2024-02-01 17:08:00,14.96,Pending,Credit Card,Online,NULL,NULL,0,,,,,4,3.74
14546,125,2023-12-05 19:07:00,12.34,Pending,Credit Card,In-store,1,NULL,0,,,,,2,6.17
14547,313,2023-08-04 14:32:00,7.02,Pending,Credit Card,Online,NULL,NULL,0,,,,,2,3.51
14548,649,2024-04-28 10:44:00,24.1,Pending,Credit Card,In-store,3,NULL,0,,,,,5,4.82
14549,651,2023-10-17 16:46:00,14.46,Pending,Credit Card,In-store,1,NULL,0,,,,,3,4.82
14550,399,2024-05-08 19:06:00,10.23,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,3,3.41
14551,184,2024-01-06 16:43:00,5.14,Pending,Credit Card,In-store,1,NULL,0,,,,,1,5.14
14552,370,2023-07-03 14:56:00,14.8,Pending,Credit Card,Online,NULL,1,4.39,,,,,4,3.7
14553,118,2023-06-07 14:37:00,7.56,Pending,Cash,Online,NULL,NULL,0,,,,,2,3.78
14554,187,2024-02-14 12:07:00,5.66,Pending,Credit Card,In-store,1,NULL,0,,,,,2,2.83
14555,600,2023-07-23 08:55:00,23.3,Pending,Cash,Online,NULL,4,2.98,,,,,5,4.66
14556,282,2023-08-16 08:08:00,7.48,Pending,Mobile Pay,In-store,3,NULL,0,,,,,2,3.74
14557,643,2023-09-25 20:07:00,15.12,Pending,Credit Card,In-store,1,NULL,0,,,,,4,3.78
14558,474,2024-06-03 12:54:00,17.15,Pending,Cash,In-store,3,NULL,0,,,,,5,3.43
14559,469,2024-04-19 17:16:00,17.05,Pending,Credit Card,Online,NULL,NULL,0,,,,,5,3.41
14560,656,2023-06-14 08:13:00,32.4,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,5,6.48
14561,431,2024-05-27 14:15:00,11.34,Pending,Cash,In-store,2,NULL,0,,,,,3,3.78
14562,595,2023-07-25 09:33:00,22.12,Pending,Credit Card,Online,NULL,1,3.17,,,,,4,5.53
14563,635,2023-07-13 17:14:00,17.88,Pending,Cash,In-store,2,NULL,0,,,,,3,5.96
14564,365,2023-08-11 20:42:00,3.74,Pending,Credit Card,In-store,2,NULL,0,,,,,1,3.74
14565,312,2023-07-30 14:57:00,23.3,Pending,Credit Card,Online,NULL,NULL,0,,,,,5,4.66
14566,433,2024-05-08 16:29:00,12.96,Pending,Credit Card,Online,NULL,NULL,0,,,,,3,4.32
14567,296,2024-03-09 18:51:00,11.1,Pending,Cash,Online,NULL,NULL,0,,,,,3,3.7
14568,694,2023-11-03 17:44:00,14.8,Pending,Mobile Pay,In-store,2,NULL,0,,,,,5,2.96
14569,483,2023-07-27 17:21:00,12.99,Pending,Mobile Pay,In-store,3,NULL,0,,,,,3,4.33
14570,339,2023-10-21 12:45:00,8.66,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,2,4.33
14571,704,2023-07-01 12:59:00,7.48,Pending,Cash,Online,NULL,4,0.98,,,,,2,3.74
14572,167,2023-12-11 11:50:00,12.96,Pending,Mobile Pay,In-store,2,5,2.8,,,,,3,4.32
14573,640,2023-10-06 08:34:00,4.82,Pending,Cash,In-store,3,3,1.2,,,,,1,4.82
14574,572,2023-08-12 20:06:00,10.12,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,2,5.06
14575,127,2023-07-07 17:13:00,16.59,Pending,Cash,In-store,2,NULL,0,,,,,3,5.53
14576,258,2024-03-16 18:37:00,32.4,Pending,Cash,In-store,3,4,3.89,,,,,5,6.48
14577,54,2024-01-26 14:35:00,10.12,Pending,Credit Card,Online,NULL,NULL,0,,,,,2,5.06
14578,160,2024-04-18 09:24:00,15.12,Pending,Credit Card,Online,NULL,NULL,0,,,,,4,3.78
14579,106,2023-10-29 12:24:00,3.78,Pending,Mobile Pay,In-store,3,NULL,0,,,,,1,3.78
14580,333,2024-05-20 20:55:00,29.8,Pending,Credit Card,In-store,3,NULL,0,,,,,5,5.96
14581,214,2023-07-10 12:40:00,6.82,Pending,Cash,Online,NULL,NULL,0,,,,,2,3.41
14582,334,2024-04-11 10:06:00,23.84,Pending,Cash,In-store,2,2,5.22,,,,,4,5.96
14583,193,2024-04-15 16:16:00,19.28,Pending,Credit Card,Online,NULL,NULL,0,,,,,4,4.82
14584,605,2023-10-02 14:42:00,6.38,Pending,Cash,In-store,2,NULL,0,,,,,1,6.38
14585,367,2024-01-28 15:46:00,14.04,Pending,Cash,In-store,3,NULL,0,,,,,4,3.51
14586,130,2024-05-29 16:29:00,7.56,Pending,Credit Card,Online,NULL,NULL,0,,,,,2,3.78
14587,512,2024-05-24 08:21:00,9.64,Pending,Credit Card,In-store,1,3,1.84,,,,,2,4.82
14588,566,2023-11-28 08:27:00,12.99,Pending,Credit Card,Online,NULL,NULL,0,,,,,3,4.33
14589,60,2024-04-08 20:18:00,4.36,Pending,Mobile Pay,In-store,3,3,1.26,,,,,1,4.36
14590,437,2024-04-19 14:01:00,18.5,Pending,Cash,Online,NULL,2,1.85,,,,,5,3.7
14591,624,2023-11-19 08:24:00,10.29,Pending,Cash,In-store,2,1,2.19,,,,,3,3.43
14592,388,2024-01-08 09:05:00,24.32,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,8,3.04
14593,460,2023-09-22 11:08:00,21.6,Pending,Cash,Online,NULL,1,2.35,,,,,5,4.32
14594,706,2023-11-26 19:40:00,6.86,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,2,3.43
14595,593,2023-07-25 08:30:00,24.68,Pending,Cash,In-store,3,NULL,0,,,,,4,6.17
14596,467,2024-05-08 15:12:00,6.82,Pending,Cash,In-store,1,5,1.64,,,,,2,3.41
14597,331,2024-02-21 08:52:00,18.5,Pending,Cash,Online,NULL,NULL,0,,,,,5,3.7
14598,308,2023-10-04 10:57:00,25.7,Pending,Cash,In-store,1,NULL,0,,,,,5,5.14
14599,111,2024-05-20 16:50:00,10.12,Pending,Credit Card,Online,NULL,NULL,0,,,,,2,5.06
14600,379,2024-05-28 10:17:00,18.7,Pending,Mobile Pay,In-store,1,NULL,0,,,,,5,3.74
14601,600,2023-07-26 13:36:00,9.64,Pending,Credit Card,Online,NULL,NULL,0,,,,,2,4.82
14602,638,2023-07-06 18:53:00,10.23,Pending,Mobile Pay,In-store,3,5,1.39,,,,,3,3.41
14603,550,2024-02-20 10:13:00,10.23,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,3,3.41
14604,348,2023-10-29 16:44:00,32.4,Pending,Mobile Pay,In-store,1,NULL,0,,,,,5,6.48
14605,684,2023-09-15 11:49:00,13.72,Pending,Cash,Online,NULL,NULL,0,,,,,4,3.43
14606,340,2024-01-07 20:41:00,21.28,Pending,Credit Card,Online,NULL,5,4.93,,,,,7,3.04
14607,667,2024-02-22 13:31:00,3.51,Pending,Credit Card,Online,NULL,NULL,0,,,,,1,3.51
14608,216,2024-03-02 18:10:00,6.48,Pending,Cash,Online,NULL,NULL,0,,,,,1,6.48
14609,221,2024-05-25 12:59:00,10.12,Pending,Cash,Online,NULL,NULL,0,,,,,2,5.06
14610,453,2023-11-24 17:33:00,10.12,Pending,Credit Card,Online,NULL,NULL,0,,,,,2,5.06
14611,175,2023-09-29 11:32:00,3.7,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,1,3.7
14612,278,2024-05-06 11:25:00,3.7,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,1,3.7
14613,520,2024-05-02 17:16:00,6.08,Pending,Credit Card,In-store,2,NULL,0,,,,,2,3.04
14614,414,2023-11-10 19:33:00,11.92,Pending,Credit Card,In-store,3,NULL,0,,,,,2,5.96
14615,552,2024-01-16 20:49:00,9.64,Pending,Cash,Online,NULL,NULL,0,,,,,2,4.82
14616,273,2024-05-02 08:53:00,20.56,Pending,Credit Card,In-store,2,4,5.46,,,,,4,5.14
14617,396,2023-10-16 12:45:00,24.45,Pending,Credit Card,Online,NULL,NULL,0,,,,,5,4.89
14618,598,2023-12-31 14:03:00,4.33,Pending,Credit Card,Online,NULL,5,0.49,,,,,1,4.33
14619,490,2023-11-16 17:08:00,3.51,Pending,Credit Card,Online,NULL,NULL,0,,,,,1,3.51
14620,294,2024-06-02 13:45:00,14.52,Pending,Credit Card,Online,NULL,NULL,0,,,,,4,3.63
14621,489,2024-03-30 11:15:00,9.12,Pending,Credit Card,Online,NULL,NULL,0,,,,,3,3.04
14622,66,2023-09-28 20:25:00,6.08,Pending,Mobile Pay,In-store,2,NULL,0,,,,,2,3.04
14623,580,2023-07-16 13:19:00,25.3,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,5,5.06
14624,241,2024-02-11 14:08:00,6.38,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,1,6.38
14625,231,2023-11-03 12:03:00,6.86,Pending,Cash,In-store,1,NULL,0,,,,,2,3.43
14626,542,2024-01-04 13:54:00,13.64,Pending,Mobile Pay,Online,NULL,5,2.6,,,,,4,3.41
14627,138,2023-08-10 19:26:00,6.86,Pending,Cash,In-store,1,NULL,0,,,,,2,3.43
14628,79,2023-12-17 18:38:00,13.64,Pending,Cash,Online,NULL,NULL,0,,,,,4,3.41
14629,433,2024-01-09 18:34:00,14.46,Pending,Cash,In-store,3,NULL,0,,,,,3,4.82
14630,142,2024-02-16 16:50:00,13.64,Pending,Mobile Pay,In-store,2,NULL,0,,,,,4,3.41
14631,312,2023-07-25 11:36:00,20.56,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,4,5.14
14632,718,2024-01-15 13:41:00,11.32,Pending,Cash,Online,NULL,3,1.24,,,,,4,2.83
14633,521,2023-08-28 11:59:00,3.43,Pending,Mobile Pay,In-store,1,NULL,0,,,,,1,3.43
14634,419,2024-03-21 18:30:00,19.44,Pending,Credit Card,In-store,2,NULL,0,,,,,3,6.48
14635,438,2023-08-31 12:27:00,20.24,Pending,Mobile Pay,Online,NULL,5,2.88,,,,,4,5.06
14636,684,2023-10-01 19:34:00,14.36,Pending,Credit Card,In-store,3,NULL,0,,,,,4,3.59
14637,676,2024-01-30 15:11:00,10.77,Pending,Mobile Pay,In-store,1,NULL,0,,,,,3,3.59
14638,368,2024-05-16 09:50:00,11.84,Pending,Credit Card,Online,NULL,NULL,0,,,,,4,2.96
14639,450,2024-04-01 13:57:00,8.64,Pending,Cash,In-store,1,NULL,0,,,,,2,4.32
14640,332,2023-12-02 17:55:00,11.06,Pending,Mobile Pay,Online,NULL,4,1.16,,,,,2,5.53
14641,463,2023-11-06 09:14:00,14.96,Pending,Cash,Online,NULL,4,2.35,,,,,4,3.74
14642,602,2023-11-29 15:03:00,7.56,Pending,Cash,In-store,1,2,2.12,,,,,2,3.78
14643,418,2023-12-20 15:08:00,14.36,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,4,3.59
14644,433,2023-11-02 18:43:00,3.63,Pending,Credit Card,Online,NULL,3,0.94,,,,,1,3.63
14645,493,2024-03-27 13:12:00,10.12,Pending,Cash,Online,NULL,2,2.33,,,,,2,5.06
14646,646,2023-12-01 13:14:00,18.15,Pending,Cash,In-store,1,2,3.4,,,,,5,3.63
14647,445,2024-03-21 11:52:00,17.05,Pending,Cash,In-store,1,1,4.29,,,,,5,3.41
14648,361,2023-11-15 18:14:00,7.48,Pending,Credit Card,In-store,1,4,0.79,,,,,2,3.74
14649,446,2024-06-02 10:38:00,18.64,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,4,4.66
14650,657,2023-10-09 18:02:00,18.9,Pending,Credit Card,Online,NULL,NULL,0,,,,,5,3.78
14651,622,2023-12-26 18:42:00,21.6,Pending,Credit Card,In-store,2,NULL,0,,,,,5,4.32
14652,504,2024-02-17 15:36:00,6.82,Pending,Cash,In-store,2,NULL,0,,,,,2,3.41
14653,288,2024-02-22 20:57:00,14.04,Pending,Credit Card,In-store,2,NULL,0,,,,,4,3.51
14654,432,2023-07-05 09:26:00,3.51,Pending,Credit Card,Online,NULL,NULL,0,,,,,1,3.51
14655,408,2023-11-16 14:25:00,13.98,Pending,Credit Card,In-store,1,NULL,0,,,,,3,4.66
14656,614,2023-12-17 20:54:00,17.95,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,5,3.59
14657,493,2023-07-09 17:21:00,24.45,Pending,Credit Card,In-store,2,1,4.44,,,,,5,4.89
14658,578,2023-09-06 11:28:00,2.83,Pending,Cash,Online,NULL,NULL,0,,,,,1,2.83
14659,253,2023-06-29 08:05:00,3.41,Pending,Cash,Online,NULL,4,0.87,,,,,1,3.41
14660,461,2024-04-14 10:57:00,7.26,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,2,3.63
14661,306,2024-03-21 12:53:00,14.8,Pending,Cash,Online,NULL,NULL,0,,,,,5,2.96
14662,390,2024-03-25 16:53:00,18.5,Pending,Credit Card,In-store,2,1,3.61,,,,,5,3.7
14663,394,2024-02-18 08:28:00,11.92,Pending,Mobile Pay,In-store,2,NULL,0,,,,,2,5.96
14664,377,2024-01-10 12:36:00,6.17,Pending,Mobile Pay,In-store,3,NULL,0,,,,,1,6.17
14665,405,2023-12-09 19:02:00,24.1,Pending,Mobile Pay,Online,NULL,5,5.93,,,,,5,4.82
14666,327,2024-04-04 12:06:00,4.32,Pending,Cash,Online,NULL,NULL,0,,,,,1,4.32
14667,528,2024-05-26 20:54:00,8.72,Pending,Cash,Online,NULL,NULL,0,,,,,2,4.36
14668,649,2023-10-06 08:39:00,4.32,Pending,Credit Card,Online,NULL,NULL,0,,,,,1,4.32
14669,309,2023-08-04 12:39:00,14.46,Pending,Cash,Online,NULL,4,2.92,,,,,3,4.82
14670,304,2024-05-22 14:59:00,8.64,Pending,Credit Card,Online,NULL,5,1.01,,,,,2,4.32
14671,526,2024-03-12 15:12:00,18.5,Pending,Cash,In-store,1,NULL,0,,,,,5,3.7
14672,60,2023-12-13 17:58:00,24.1,Pending,Credit Card,In-store,3,NULL,0,,,,,5,4.82
14673,655,2023-06-25 16:40:00,6.17,Pending,Cash,In-store,3,5,1.63,,,,,1,6.17
14674,232,2024-05-04 18:23:00,11.06,Pending,Credit Card,Online,NULL,NULL,0,,,,,2,5.53
14675,684,2023-11-26 18:07:00,11.1,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,3,3.7
14676,252,2024-03-12 20:56:00,11.92,Pending,Mobile Pay,Online,NULL,3,3.05,,,,,2,5.96
14677,400,2024-03-01 13:10:00,6.86,Pending,Cash,In-store,1,3,1.17,,,,,2,3.43
14678,456,2024-01-06 11:38:00,13.98,Pending,Credit Card,In-store,2,NULL,0,,,,,3,4.66
14679,143,2023-11-16 16:01:00,14.52,Pending,Mobile Pay,In-store,3,NULL,0,,,,,4,3.63
14680,603,2024-03-13 12:18:00,17.05,Pending,Credit Card,Online,NULL,4,3.02,,,,,5,3.41
14681,181,2023-09-29 13:19:00,17.15,Pending,Mobile Pay,In-store,2,1,3.21,,,,,5,3.43
14682,578,2023-07-23 08:48:00,3.41,Pending,Cash,In-store,1,NULL,0,,,,,1,3.41
14683,649,2024-03-14 19:09:00,14.8,Pending,Credit Card,In-store,2,NULL,0,,,,,4,3.7
14684,206,2023-07-31 11:02:00,8.72,Pending,Cash,In-store,1,NULL,0,,,,,2,4.36
14685,247,2024-04-13 20:02:00,18.7,Pending,Credit Card,In-store,2,NULL,0,,,,,5,3.74
14686,579,2023-12-16 14:37:00,10.23,Pending,Cash,In-store,3,NULL,0,,,,,3,3.41
14687,352,2023-10-17 09:41:00,5.14,Pending,Cash,In-store,2,NULL,0,,,,,1,5.14
14688,269,2023-08-27 09:46:00,3.59,Pending,Mobile Pay,Online,NULL,3,0.39,,,,,1,3.59
14689,623,2024-05-25 10:27:00,15.12,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,4,3.78
14690,559,2023-11-07 20:28:00,18.9,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,5,3.78
14691,114,2023-07-27 09:49:00,9.64,Pending,Credit Card,Online,NULL,NULL,0,,,,,2,4.82
14692,146,2024-04-27 09:17:00,27.65,Pending,Credit Card,Online,NULL,NULL,0,,,,,5,5.53
